HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,SalePrice_binned,YearBuilt_ord,prediction_sale,prediction_price_binned
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,247787,Medium,3,347756.58483307855,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,Low,5,167505.73365925765,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,407079,Very High,5,361833.9598625689,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,152212,Low,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707,Medium,5,244251.69366224157,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,Low,5,202073.12886721315,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,141884,Low,5,202073.12886721315,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,203539,Medium,4,248832.36589744547,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,257654,Medium,5,244251.69366224157,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,309734,High,4,208380.92602583906,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,Low,5,167505.73365925765,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,153097,Low,4,234756.16233291477,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,159292,Low,4,190358.5645978353,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,274336,Medium,5,261720.76886966545,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,38938,Very Low,4,59509.874316552654,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,256637,Medium,3,160965.79788366705,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,252814,Medium,5,243775.99556304934,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,380530,High,4,393000.94132104097,Very High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,172566,Low,4,262310.47870788723,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,221238,Medium,4,268329.1992209507,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,168141,Low,3,234381.87119230675,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,432743,Very High,4,372328.9025842054,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,345902,High,4,407399.13990705507,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,Low,5,202073.12886721315,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,178761,Low,3,195374.62705855863,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,160176,Low,4,234756.16233291477,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,178761,Low,4,163243.77294388833,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,408849,Very High,4,349178.2617568588,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,165486,Low,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,115044,Low,4,149077.2296598968,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,140380,Low,5,202073.12886721315,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,340707,High,4,343369.77297200356,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,268141,Medium,4,284510.4642824419,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,309734,High,4,283382.6596651189,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,362831,High,4,314471.9148425795,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,262831,Medium,4,290884.41602781415,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,99115,Very Low,4,106264.40073261224,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,392920,High,5,361199.6957303127,High
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,269911,Medium,4,268329.1992209507,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,376867,High,4,452590.45933029987,Extreme
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,70353,Very Low,4,59509.874316552654,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,123893,Low,4,149077.2296598968,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,287610,Medium,4,238360.21897185175,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,297787,Medium,4,234756.16233291477,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,846,325221,High,5,294385.37168085296,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,292035,Medium,4,248832.36589744547,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,107964,Low,4,93464.47549634287,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,335398,High,5,293909.6735816607,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,149292,Low,3,160965.79788366705,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,92920,Very Low,4,93464.47549634287,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1334,326548,High,4,325551.9228303204,High
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,230088,Medium,4,204501.8238147064,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,247787,Medium,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,228318,Medium,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,231858,Medium,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,314159,High,4,374716.6947099925,Very High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,334513,High,4,284510.4642824419,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,74336,Very Low,4,94552.96762370039,Very Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,203646,Medium,4,204501.8238147064,Medium
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,384955,High,5,361833.9598625689,High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,393805,High,4,349178.2617568588,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,212389,Medium,4,284510.4642824419,High
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,68141,Very Low,4,59509.874316552654,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,74778,Very Low,4,104701.19373979745,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,207079,Medium,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,422123,Very High,4,382001.4306011102,High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,300884,High,4,249181.5493319775,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,210619,Medium,4,244143.33208071068,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,529203,Extreme,4,452590.45933029987,Extreme
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,193805,Low,4,163243.77294388833,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,165486,Low,4,196696.1923877881,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,243362,Medium,3,300821.0390461297,High
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,207044,Medium,4,204501.8238147064,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,237168,Medium,3,347756.58483307855,High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,274336,Medium,4,343369.77297200356,High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,432743,Very High,4,372328.9025842054,High
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,207044,Medium,4,204501.8238147064,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,157964,Low,4,106264.40073261224,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,189115,Low,4,163243.77294388833,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,207964,Medium,4,284510.4642824419,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,264159,Medium,4,208415.9563617874,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,254867,Medium,4,262310.47870788723,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,402654,Very High,4,452590.45933029987,Extreme
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,65486,Very Low,3,67611.53843900049,Very Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,274336,Medium,4,204501.8238147064,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,159292,Low,4,93464.47549634287,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,346902,High,4,294848.56685441453,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,163716,Low,4,234756.16233291477,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,179646,Low,4,208415.9563617874,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,Low,5,167505.73365925765,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,188265,Low,4,244143.33208071068,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,176991,Low,4,234227.18941527372,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,184955,Low,4,136277.30442362744,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,338053,High,4,366806.2354426668,High
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,88495,Very Low,4,96330.4016886116,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,148672,Low,4,163243.77294388833,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,273451,Medium,4,290884.41602781415,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,178318,Low,4,164968.86330224667,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,294690,Medium,4,249181.5493319775,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,106194,Low,4,149077.2296598968,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,61946,Very Low,4,94552.96762370039,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,166371,Low,3,195374.62705855863,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,147787,Low,4,163243.77294388833,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,164601,Low,4,248832.36589744547,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,49557,Very Low,4,59509.874316552654,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,2337,269911,Medium,4,374716.6947099925,Very High
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,394690,High,5,361199.6957303127,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,162743,Low,4,106264.40073261224,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,296460,Medium,4,234756.16233291477,Low
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,508,84070,Very Low,3,67611.53843900049,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,185840,Low,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,82743,Very Low,4,106264.40073261224,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,207964,Medium,3,234381.87119230675,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,63716,Very Low,4,96330.4016886116,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,265486,Medium,4,290884.41602781415,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,262831,Medium,5,244251.69366224157,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,156637,Low,3,104478.67793641193,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,159292,Low,4,149077.2296598968,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,190265,Low,4,204501.8238147064,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,241592,Medium,4,163243.77294388833,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,328318,High,4,366806.2354426668,High
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,292035,Medium,4,244143.33208071068,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,66371,Very Low,4,82693.72284510592,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,159292,Low,4,106264.40073261224,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,398230,High,5,361199.6957303127,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,180530,Low,4,193193.61718764156,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,199115,Low,4,234756.16233291477,Low
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003,5,907,175221,Low,4,148492.50265731523,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,106194,Low,4,136277.30442362744,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,330973,High,5,244251.69366224157,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,141592,Low,3,160965.79788366705,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,143362,Low,4,163243.77294388833,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,462831,Very High,4,382001.4306011102,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,486725,Very High,4,366806.2354426668,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,151327,Low,4,136128.98128994135,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,380530,High,4,393000.94132104097,Very High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,174336,Low,4,234227.18941527372,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,61946,Very Low,4,94552.96762370039,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,464601,Very High,4,366806.2354426668,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,Low,5,167505.73365925765,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,230088,Medium,4,248832.36589744547,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,256637,Medium,4,268329.1992209507,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,288495,Medium,4,290884.41602781415,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,132743,Low,4,94552.96762370039,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,255442,Medium,5,244251.69366224157,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,209911,Medium,4,268329.1992209507,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,119469,Low,4,104701.19373979745,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,184070,Low,3,160965.79788366705,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,274336,Medium,4,220951.56607981212,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,914,380530,High,5,361833.9598625689,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,268141,Medium,4,284510.4642824419,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,389380,High,4,407399.13990705507,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,199115,Low,4,163243.77294388833,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,327433,High,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,408849,Very High,4,382001.4306011102,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,314159,High,5,243775.99556304934,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,Very Low,4,136128.98128994135,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,124778,Low,4,163243.77294388833,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,348672,High,4,349178.2617568588,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,291150,Medium,5,244251.69366224157,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,280530,Medium,4,233171.3935251194,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,35398,Very Low,4,59509.874316552654,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,176991,Low,4,106264.40073261224,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,239823,Medium,4,163243.77294388833,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,332743,High,4,343369.77297200356,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,168141,Low,4,190358.5645978353,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,843,323008,High,5,293909.6735816607,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74256,Very Low,4,136128.98128994135,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,171681,Low,4,190358.5645978353,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,307964,High,4,343369.77297200356,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,205309,Medium,4,284510.4642824419,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,200221,Medium,4,164968.86330224667,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,146017,Low,3,195374.62705855863,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,181415,Low,4,106264.40073261224,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,219469,Medium,4,149077.2296598968,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,250176,Medium,5,244251.69366224157,Medium
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,279646,Medium,5,319021.1309352843,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185,High,4,349178.2617568588,High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,2056,367256,High,4,393000.94132104097,Very High
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,283185,Medium,4,211918.53156193392,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,424778,Very High,4,452590.45933029987,Extreme
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,380530,High,4,349178.2617568588,High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,223008,Medium,4,248832.36589744547,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,84955,Very Low,4,106264.40073261224,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,305309,High,4,349178.2617568588,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,179646,Low,4,136128.98128994135,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,163716,Low,3,195374.62705855863,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,Low,5,167505.73365925765,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,151327,Low,4,163243.77294388833,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,1184,202654,Medium,4,233171.3935251194,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,247787,Medium,4,262310.47870788723,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,159292,Low,4,204501.8238147064,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,279646,Medium,4,284510.4642824419,High
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,119469,Low,3,104478.67793641193,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,268849,Medium,4,318436.0656691799,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,265486,Medium,4,318436.0656691799,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,213274,Medium,4,268329.1992209507,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,107345,Low,5,167505.73365925765,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,349557,High,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,245132,Medium,4,314471.9148425795,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,221238,Medium,4,284510.4642824419,High
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,644,132743,Low,4,96330.4016886116,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,369026,High,5,361199.6957303127,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,144247,Low,4,106264.40073261224,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,216814,Medium,3,234381.87119230675,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,161946,Low,4,190358.5645978353,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,150442,Low,4,196696.1923877881,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,128318,Low,4,106264.40073261224,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,141592,Low,4,196696.1923877881,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,243362,Medium,3,195374.62705855863,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,212389,Medium,4,136277.30442362744,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,227433,Medium,4,248832.36589744547,Medium
corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986,3,910,92920,Very Low,3,131355.08373073535,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,278761,Medium,4,204501.8238147064,Medium
